"well" "hyvin"
"loath" "Tuskallinen vaaleanpunainen"
"large" "suuri"
"armed" "aseistettu"
"teachers" "opettajat"
"we're" "me olemme"
"boring" "tylsä"
"shooting" "ampuminen"
"wich" "mikä"
"eighty" "kahdeksankymmentä"
"speaking" "puhuminen, kommunikointi"
"sean" "Sean"
"alone" "yksin/yksinäinen"
"drew" "piirtänyt"
"fouls" "rikkeet (urheilussa)"
"30" "kolmekymmentä"
"seconds" "sekunnit"
"general" "yleinen"
"failure" "epäonnistuminen"
"agree" "olla samaa mieltä"
"prom" "vanhojentanssit"
"cap" "hattu"
"s" "S-kirjain"
"slap" "lyödä"
"worry" "huolestua"
"spending" "viettää"
"date" "treffit"
"pertain" "liittyä"
"act" "toimia"
"christine" "Katriina"
"car" "auto"
"wreck" "hylky"
"chilled" "chillailtu"
"heels" "korkokengät"
"dad" "isä"
"camry" "Toyota Camry -malli"
"accord" "sopimus"
"104" "sataneljä"
"test" "koe"
"screw" "ruuvi"
"realized" "tajusi"
"bloggers" "bloggaajat"
"meaningful" "merkityksellinen"
"dying" "kuoleva"
"b" "pieni kirjain "
"liscense" "lisenssi"
"till" "siihen asti"
"april" "huhtikuu"
"depending" "riippuen"
"grades" "arvosanat"
"basketball" "koripallo"
"seasons" "vuodenajat"
"pres" "johtaja"
"simi" "kädellinen apina"
"finals" "loppukokeet"
"valiant" "rohkea"
"effort" "ponnistelut"
"article" "artikkeli"
"confusing" "hämmentävä"
"pat" "taputella"
"hero" "sankari"
"idiot" "idiootti"
"democrat" "demokraatti"
"gave" "antoi"
"millions" "miljoonaa"
"freedom" "vapaus"
"author" "kirjailija"
"waste" "hukka"
"si" "jos"
"nfl" "–"
"column" "pylväs"
"felled" "kaadettu"
"soldier" "sotilas"
"thursday" "torstai"
"29" "29"
"metaphors" "metaforat"
"favorite" "suosikki"
"tall" "pitkä"
"six" "kuusi"
"inch" "tuuma"
"attack" "hyökkäys"
"joke" "vitsi"
"jokes" "vitsit"
"matt" "matta"
"impersonation" "henkilön teeskentely"
"cry" "itkeä/itku"
"cause" "syy"
"wanna" "halua"
"nancy" "Nancy"
"ahead" "eteenpäin"
"whine" "kitistä"
"street" "katu"
"hokey" "naurettava"
"god" "jumala"
"pictures" "kuvia"
"daily" "päivittäinen"
"yea" "joo"
"cooler" "viileä"
"gallery" "galleria"
"idea" "idea"
"highway" "valtatie"
"south" "etelä"
"pole" "tolppa"
"money" "raha"
"cure" "parannuskeino"
"cancer" "syöpä"
"beneficial" "hyödyllinen"
"building" "rakennus"
"continent" "manner"
"population" "väestö"
"66" "66"
"cnn" "CNN-uutiskanava"
"opens" "avautuu"
"frontier" "raja"
"apr" "huhtikuu"
"12" "12"
"phil" "Phil (name)"
"major" "suuri/tärkeä"
"john" "mies"
"daly" "Daly"
"claimed" "vaatii"
"masters" "mestari, omistaja"
"blame" "syyttää"
"wife" "vaimo"
"convicted" "tuomittu"
"laundering" "peseminen"
"smashed" "murskattu"
"9th" "yhdeksäs"
"hole" "reikä"
"pursuit" "tavoittelu"
"ends" "loppu, rahat"
"sunday" "sunnuntai"
"11" "yksitoista"
"license" "lisenssi"
"apprentice" "oppipoika/tyttö"
"greatest" "suurin, paras"
"desk" "työpöytä"
"essentially" "käytännössä"
"water" "vesi"
"drama" "draama"
"finest" "hienoin"
"16" "16"
"already" "jo"
"fame" "maine"
"trip" "matka"
"nyc" "New York City"
"month" "kuukausi"
"nbc" "NBC"
"tour" "kiertue"
"studios" "studiossa"
"news" "uutiset"
"ticker" "tikari, vanha harrastus jossa ihmiset etsivät halveksittuja termejä jotka liittyisivät afrikkalais-amerikkalaisiin tai juutalaisiin"
"anthrax" "miltexoinen"
"lovely" "ihana"
"scene" "kohtaus / tilanne"
"began" "alkoi"
"pass" "siirtyä"
"blood" "veri"
"pressure" "paine"
"medicine" "lääke"
"flipping" "kääntäminen, kielen käyttäminen"
"media" "media"
"retard" "kehitysvammainen"
"thinks" "ajatella"
"crowd" "joukko"
"arrive" "saapua"
"nc" "North Carolina"
"sister" "sisko"
"friend" "ystävä"
"calls" "puhelut"
"asks" "pyytää"
"globe" "maapallo"
"mail" "posti, postitse lähettäminen"
"largest" "suurin"
"newspapers" "sanomalehdet"
"check" "tarkistaa/tarkistus"
"search" "etsiä"
"editorial" "pääkirjoitus, toimituskunta"
"source" "lähde"
"0" "nolla"
"justin" "Justin"
"row" "rivi"
"incase" "varmuuden vuoksi"
"wondering" "ihmettelevä"
"newspaper" "sanomalehti"
"master" "mestari"
"ceremonies" "seremoniat"
"fashion" "muoti"
"ton" "tonni"
"cat" "kissa"
"telling" "kertominen/kertova"
"sp" "kande"
"kill" "tappaa"
"americans" "amerikkalaiset"
"regardless" "huolimatta"
"backlash" "vastaisku"
"translated" "käännetty"
"version" "versio"
"blogspot" "blogit"
"pandora" "Pandoran lipas"
"stunning" "upea"
"summer" "kesä"
"raking" "haravointi"
"exams" "kokeet"
"poker" "pokeri"
"afternoon" "iltapäivä"
"gotta" "minun täytyy"
"props" "kehut"
"hank" "lumikasa"
"finding" "löytäminen"
"gem" "jalokivi"
"apple" "omena"
"boys" "pojat"
"sudan" "sudan"
"passes" "läpikäynti"
"learned" "oppinut"
"plethora" "valinnanvara, yllätysten yllätys"
"share" "jakaa"
"become" "tulla joksikin"
"annoying" "ärsyttävä"
"pavement" "asfaltti"
"bottle" "pullo"
"gatorade" "urheilujuoma"
"rocks" "kivet"
"playas" "pelaajat"
"rock" "kallio"
"herring" "silli"
"collard" "kaulaliina"
"shirt" "paita"
"pot" "kattila"
"haircut" "hiustenleikkaus"
"cargo" "lasti"
"shorts" "shortsit"
"lose" "hävitä"
"drivers" "kuljettajat"
"holocaust" "holokausti"
"boat" "vene"
"freak" "hullu"
"hallucinate" "hallusinoida"
"hey" "hei"
"group" "ryhmä"
"lets" "antaa/jättää"
"black" "musta"
"annihilate" "tuhota"
"opened" "avata"
"mouth" "suu"
"jeremy" "Jeremy"
"neal" "Neil-nimi"
"kid" "lapsi, ohhelo"
"pointing" "osoittaa"
"trash" "roska"
"t" "ja"
"decide" "päättää"
"n" "N (mikä tahansa)"
"r" "R-kioski"
"swear" "kiroilla"
"corey" "Corey (this name is commonly used for both boys and girls)"
"known" "tiedetty"
"nah" "ei ei"
"thank" "kiittää"
"jesus" "Jeesus"
"throat" "kurkku"
"kidding" "vitsaileva"
"hahahahaha" "hahahahaha"
"hoax" "huijaus"
"creators" "luojat"
"matrix" "rakenteiden verkosto"
"coolest" "siistein"
"flash" "välähtävä"
"banana" "banaani"
"phone" "puhelin"
"xbox" "Xbox"
"ea" "elektroninen taide"
"powerhouse" "voimanpesä"
"partners" "kumppanit, yhteistyökumppanit"
"unfortunately" "valitettavasti"
"added" "lisätty"
"arbor" "arboretum"
"acres" "eekkerit"
"washing" "peseminen"
"dishes" "astiat"
"dave" "Dave, englantilainen miehen nimi"
"chappelle" "kappeli"
"mount" "kiinnittää"
"1st" "ensimmäinen"
"skit" "paska"
"series" "sarja"
"nick" "leikata"
"jennings" "Jennings"
"2nd" "toinen"
"texas" "Texas"
"white" "valkoinen"
"skits" "näytteet"
"mrs" "rouva"
"depth" "syvyys"
"8th" "kahdeksas"
"tyrone" "henkilön nimi (mahdollisesti myös paikka)"
"visits" "vierailut"
"crack" "halkeama"
"starts" "alku"
"smoking" "tupakointi"
"weed" "marihuana /weed"
"replaces" "korvata"
"lil'" "pikkuruinen"
"signature" "allekirjoitus"
"10th" "kymmenes"
"reynolds" "Reynolds"
"becomes" "tulee"
"alcoholic" "alkoholinen"
"wayne" "Wayne"
"brady" "Brady"
"overwhelmed" "ylivoimainen"
"vocal" "vokaalinen"
"feelings" "tunteet"
"stated" "ilmoitettu"
"politics" "politiikkaa"
"class" "luokka"
"friendly" "ystävällinen"
"setting" "asettelu"
"michael" "Mikael"
"moore" "turve"
"farenheit" "farenheit"
"jerk" "pelle"
"anti" "vasta-"
"vote" "äänestää."
"facts" "tosiasiat"
"report" "ilmoittaa"
"court" "oikeusistuin"
"tuesday" "tiistai"
"hall" "sali/halli"
"d" "d-kirjain"
"nasty" "ilkeä"
"chair" "tuoli"
"unlike" "erilainen"
"90" "yhdeksänkymmentä"
"daytona" "Daytona"
"beach" "ranta/hiekkaranta"
"consecutive" "perättäinen"
"monday" "maanantai"
"sucks" "imaisee"
"payed" "maksettu"
"hr" "herra"
"serve" "palvella"
"usually" "yleensä"
"21" "21"
"acquire" "hankkia"
"150" "sataviisikymmentä"
"speeding" "ylinopeutta"
"ticket" "lippu"
"18" "kahdeksantoista"
"63" "63"
"45" "45"
"lawyer" "asianajaja"
"county" "maakunta"
"offenders" "rikolliset"
"alive" "elossa"
"25" "25"
"pay" "maksaa"
"insurance" "vakuutus"
"whiped" "pyyhkäisty"
"record" "äänite"
"bout" "matsi"
"lately" "viime aikoina"
"barney" "kumota"
"2pac" "Tupac"
"yells" "huutaa"
"voiced" "äänikäs"
"shaved" "ajeltu"
"mission" "tehtävä"
"pics" "kuvat"
"survive" "selviytyä"
"dat" "että"
"gbc" "Gamers By Chance"
"okie" "okei / hyväksytty"
"exception" "poikkeus"
"leaving" "lähtö"
"certain" "tietty"
"kno" "tietää"
"y" "kaveri"
"does" "tehdä"
"showin" "näyttämässä"
"everywhere" "kaikkialla"
"iz" "on"
"inhale" "hengittää"
"haha" "haha"
"net" "verkko"
"warm" "lämmin"
"obedience" "kuuliaisuus"
"22" "kaksikymmentäkaksi"
"process" "prosessi"
"approach" "lähestymistapa"
"creative" "luova"
"bored" "kyllästynyt"
"33" "33"
"impression" "vaikutelma"
"lover" "rakastaja"
"loyal" "lojaali"
"faithful" "uskollinen"
"change" "muuttaa"
"44" "44"
"partner" "kumppani"
"emotional" "tunteellinen"
"moody" "tyly / vaihteleva mieliala"
"kind" "lämmin"
"relationship" "suhde"
"build" "rakentaminen"
"future" "tulevaisuus"
"lasting" "kestävä"
"grow" "kasvaa"
"morality" "moraali"
"marriage" "avioliitto"
"married" "naimisissa"
"treasure" "aarre, aarteet"
"88" "kahdeksantoista (kahdeksankympin kertotaulu)"
"thirst" "jano; janottaa"
"ah" "ah"
"thankful" "kiitollinen"
"blessings" "siunaukset"
"dearly" "rakkaasti"
"cant" "ei voi"
"stand" "seisoa"
"heart" "sydän"
"dem" "dem (lyhenne sanasta 'demokraatti')"
"sometimes" "joskus"
"dere" "siellä"
"smart" "älykäs"
"dey" "siellä"
"lecture" "luento"
"talkin" "puhuva"
"mama" "äiti"
"c" "c"
"wonderful" "ihana"
"hugs" "halaukset"
"knowin" "tietävä"
"papa" "isä"
"stu" "opiskelija-asunto"
"drivin" "ajaminen"
"buddies" "kaverit"
"az" "aasi"
"mad" "hullu"
"super" "mahtava"
"accidentally" "vahingossa"
"asleep" "unessa"
"cousin" "serkku"
"letting" "päästämällä"
"cooool" "mahtava"
"wherever" "missä tahansa"
"jus" "vain"
"hi" "hei"
"clothes" "vaatteet"
"material" "materiaali"
"kinda" "vähän"
"late" "myöhäinen"
"lil" "pikku"
"problems" "ongelmat"
"punish" "rankaista"
"leaning" "nojaaminen"
"chairs" "tuolit"
"sis" "sisko"
"she's" "hän on"
"ehh" "häh?"
"doesnt" "ei"
"uhh" "hmm/öö"
"eastern" "itäinen"
"east" "itä"
"spice" "mauste"
"forgot" "unohtaa"
"king" "kuningas"
"music" "musiikki"
"pregnant" "raskaana"
"african" "afrikkalainen"
"bro" "veli"
"bras" "rintaliivit"
"braces" "hammasraudat"
"anyways" "joka tapauksessa"
"sophia" "Sophia"
"nite" "yö (slangi)"
"dis" "hajottaa"
"sooo" "tosi"
"able" "kykenevä"
"write" "kirjoittaa"
"express" "ilmaista"
"lectures" "luennot"
"talks" "neuvottelut"
"harsh" "ankara"
"realities" "todellisuudet"
"wont" "taipunut"
"cos" "koristella"
"den" "pesä"
"sick" "sairas"
"doc" "dokumentti"
"f" "f"
"wishes" "toiveet"
"awwwww" "voi"
"smile" "hymyillä"
"ring" "rengas"
"hehe" "hehe"
"wuss" "kukkopoika"
"o" "ei käännöstä suomeksi"
"dunno" "en tiedä, en ole varma"
"excitement" "jännitys"
"rite" "rituaali"
"p" "p"
"advice" "neuvo"
"positive" "positiivinen"
"watched" "katsoa/huomioitu"
"omg" "voi hyvänen aika"
"mayn" "kaveri"
"freaky" "kummallinen"
"noe" "jotain"
"u" "sinä"
"screaming" "huutava"
"da" "da"
"hahahah" "hahaha"
"durin" "kestävä"
"m" "minä"
"l" "l-kirjain"
"v" "v"
"]" "]"
"hahaha" "hahaha"
"comment" "kommentti, kommentoida"
"fat" "lihava"
"pig" "sika"
"disease" "tauti"
"whale" "valas"
"aids" "HIV/AIDS"
"less" "vähemmän/vähemmän kuin"
"haah" "hölmö"
"angela" "Angela"
"oye" "hei"
"eventually" "lopulta"
"assumptions" "oletukset"
"evidence" "näyttö"
"points" "pisteitä"
"friendship" "ystävyys"
"erase" "poistaa"
"forget" "unohtaa"
"yay" "jippii"
"gona" "aikoa"
"pee" "pissa"
"pants" "housut"
"prepare" "valmistautua"
"bring" "tuoda"
"tissues" "kudos"
"blanket" "peitto"
"big" "iso/suurikokoinen"
"jacket" "takki"
"scar" "arpi"
"cup" "kuppi"
"hands" "kädet"
"moo" "ammua"
"helping" "auttaminen"
"genius" "nero"
"typing" "kirjoittamassa"
"history" "historia"
"besides" "lisäksi"
"stab" "pisto"
"murder" "murha"
"punch" "lyönti"
"moves" "siirrot"
"slowly" "hitaasti"
"coo" "•kujertaa"
"itt" "täällä"
"beer" "olut"
"algae" "levä"
"reminds" "muistuttaa"
"pond" "lampi"
"duck" "ankka/väistää"
"ducking" "väistämään"
"ugly" "ruma"
"everthing" "kaikki"
"ties" "tiet"
"yup" "kyllä"
"blogging" "bloggaaminen"
"list" "lista"
"resident" "asukas"
"sixth" "kuudes"
"lies" "valheet"
"beneath" "alla"
"wut" "viha"
"soo" "niin"
"sad" "surullinen"
"sorta" "tavallaan"
"ima" "aion"
"hit" "osuma"
"isn't" "ei ole"
"thin" "ohut"
"scariest" "pelottavin, kauhistuttavin"
"ahhh" "ah"
"choke" "tukehtua"
"thanksgiving" "kiitospäivä"
"studying" "opiskeleminen"
"gosh" "vitsit"
"study" "opiskella"
"groups" "ryhmät"
"goes" "menee"
"promises" "lupaukset"
"matter" "aine"
"awhile" "hetken aikaa"
"rules" "säännöt"
"thot" "huora"
"russian" "venäläinen"
"instrument" "instrumentti"
"blogs" "blogit"
"lied" "valehdella"
"aww" "voi"
"deleted" "poistettu"
"highlight" "korostus"
"backspace" "peruutus"
"yall" "te kaikki"
"secret" "salaisuus"
"biggie" "iso"
"settings" "asetukset"
"disappeared" "kadonnut"
"nervous" "hermostunut"
"plz" "ole hyvä"
"grade" "luokka-aste"
"extra" "ylimääräinen"
"credit" "luotto"
"gettin" "saamassa"
"trouble" "ongelma"
"frustrated" "turhautunut"
"feelin" "tuntea"
"attacks" "hyökkää"
"site" "sivusto"
"fiasco" "fiasko"
"helpin" "auttamassa"
"btw" "muuten"
"helped" "auttanut"
"intend" "aikoa"
"casual" "rento"
"convo" "yksinkertaistettu muoto sanasta 'conversations'"
"what's" "mikä on"
"blow" "puhaltaa"
"outta" "ulos"
"proportions" "suhteet"
"apologizing" "anteeksipyytäminen"
"woulda" "olisi"
"bottom" "pohja"
"stallin" "talli (animal stable)"
"avoidin" "välttää"
"christmas" "joulu"
"spirit" "henki"
"hobby" "harrastus"
"baking" "leipominen"
"cookies" "keksit"
"learning" "oppiminen"
"lesson" "opetustunti"
"patience" "kärsivällisyys"
"content" "sisältö"
"satisfied" "tyytyväinen"
"appreciative" "arvostava"
"months" "kuukaudet"
"complications" "komplikaatiot"
"realize" "tajuta/huomata"
"missed" "ohitettu"
"junior" "nuori"
"sats" "annosta"
"growing" "kasvava"
"apart" "erillään"
"selfishness" "itsekkyys"
"breakdowns" "romahdukset"
"weekly" "viikoittainen"
"different" "erilainen"
"fresh" "raikas"
"fix" "korjata"
"mend" "korjata"
"friendships" "ystävyydet"
"physically" "fyysisesti"
"mentally" "henkisesti"
"ways" "tavat"
"accept" "hyväksyä, ottaa vastaan"
"wholeheartedly" "mielestään"
"accountable" "vastuullinen"
"awww" "ilmaisu suloisuudesta tai söpöydestä"
"hormones" "hormonit"
"acting" "toimia; noun, RGB(255, 153, 204), näytteleminen"
"push" "työntää"
"balance" "tasapaino"
"hahahaha" "hahaahah (naurun ilmaisu)"
"dream" "unelma"
"everynight" "joka ilta"
"keeps" "säilyttää"
"stole" "varastaa"
"waterfall" "vesiputous"
"lights" "valot"
"random" "satunnainen"
"ones" "ne"
"nightmares" "painajaiset"
"babies" "vauvat"
"plotting" "juoniminen"
"selves" "itse"
"brainwashing" "aivopesu"
"goodnight" "hyvää yötä"
"related" "liittyvä"
"theme" "teema"
"poof" "pöl"
"clicked" "napsauttaa"
"accident" "onnettomuus"
"motivated" "motivoitu"
"wish" "toivoa"
"hafta" "täytyy"
"she'd" "hänellä olisi"
"tear" "repeämä/repiminen"
"memories" "muistot"
"whenever" "milloin tahansa"
"greedy" "ahne"
"arguing" "väittelevä"
"harmony" "harmonia"
"havent" "en ole."
"stressed" "stressaantunut"
"hiking" "vaeltaminen"
"meeting" "tapaaminen"
"postponed" "lykätty"
"plus" "lisäksi"
"huh" "veikkikö"
"tutor" "opettaja"
"shi" "henkilökohtainen identiteetti"
"every" "jokainen"
"lord" "isäntä"
"towers" "tornit"
"seeing" "näkeminen"
"twice" "kaksi kertaa"
"heck" "kytänä"
"understands" "ymmärtää"
"noone" "kukaan"
"completely" "täysin"
"nowhere" "ei missään"
"shut" "sulje"
"intestines" "sisäelimet"
"ur" "porkkana"
"tints" "sävyt"
"mines" "kaivokset"
"rainbow" "sateenkaari"
"silver" "hopea"
"gold" "kulta"
"diamond" "timantti"
"poopie" "kakka"
"lifetime" "elinikä"
"supply" "tarjonta"
"crayola" "Crayola"
"crayons" "väriliidut"
"skimmed" "viiltää"
"somethings" "jotakin"
"surprising" "yllättävä"
"recover" "toipua"
"amazingly" "uskomattoman"
"hello" "hei"
"speak" "puhua"
"let's" "anna meidän"
"mother" "äiti"
"neither" "ei kumpikaan"
"permit" "lupa/sallia"
"drive" "ajaa/ajo"
"anywhere" "missä tahansa"
"jeep" "jeep"
"inherently" "luonnostaan; ominaisesti"
"arrest" "pidätys/pidättää"
"'" "'"
"bike" "polkupyörä"
"ride" "ajoi"
"movement" "liike"
"begun" "alkanut"
"cross" "rasti/ylittää"
"hurts" "sattuu"
"nap" "päiväuni"
"continue" "jatkua"
"napping" "nokittaa, torkkua"
"undoubtedly" "epäilemättä, varmasti"
"begin" "aloittaa"
"hunger" "nälkä"
"starve" "näännyttää"
"eats" "syödä"
"bone" "luu"
"bits" "palat"
"scraps" "rippeet"
"garbage" "roska"
"feast" "juhla"
"meals" "ateriat"
"ball" "pallo"
"physical" "fyysinen"
"exertion" "ponnistelu"
"strenuous" "rasittava"
"err" "tehdä virhe, kompastua"
"energy" "energia"
"scheduled" "ajastettu"
"swimming" "uinti"
"coach" "valmentaja, linja-auto"
"treading" "tallaava"
"forty" "neljäkymmentä"
"drills" "harjoitukset"
"swimmers" "uimarit"
"swim" "uida"
"cling" "tarrautua"
"thrown" "heittää"
"doom" "tuho"
"met" "tavannut"
"overly" "kohtuuttoman"
"perky" "iloinen"
"blonde" "vaalea"
"ponytail" "poninhäntä"
"enthusiastically" "innokkaasti"
"encouraging" "kannustava"
"innocently" "viattomasti"
"flailing" "voimaton"
"arms" "kädet"
"relax" "rentoutua"
"bubbles" "kuplat"
"aqua" "turkoosi / akva"
"phobic" "pelkoinen"
"fellow" "kollega"
"succumb" "alistua"
"torture" "kidutus"
"dp" "lasketaan!"
"weight" "paino"
"workouts" "harjoitukset"
"smells" "hajut"
"vie" "kilpailla"
"workout" "treeni"
"wanting" "haluava"
"devote" "omistautua"
"theatre" "teatteri"
"quit" "lopettaa"
"track" "rata"
"ooh" "ui"
"dear" "rakas"
"reader" "lukija"
"cynical" "kyyninen"
"fantastically" "huikeasti"
"fab" "fantastinen, loistava"
"digress" "eksyä aiheesta"
"whilst" "sillä aikaa kun"
"dragging" "vetäminen"
"peak" "huippu"
"happily" "iloisesti"
"driving" "ajamassa"
"los" "ne"
"angeles" "Enkelit"
"shopping" "ostos"
"supplies" "tarvikkeet"
"italian" "italialainen"
"sig" "allekirjoitus"
"prague" "Praha"
"italy" "Italia"
"lake" "järvi"
"ariel" "Ariel"
"grand" "tuhat"
"spectacular" "upea"
"15th" "viidestoista"
"march" "marssia"
"16th" "16:s"
"august" "elokuu"
"molly" "pöperö"
"january" "tammikuu"
"celebrating" "juhlivia"
"sweet" "makea"
"november" "marraskuu"
"suppose" "olettaa/ajatella"
"loads" "kuormat"
"tending" "taipuvainen"
"perhaps" "ehkä"
"chat" "jutella"
"sometime" "joskus"
"k" "K"
"fed" "ruokkia"
"littered" "roskaantunut"
"quizzes" "visailut"
"mindless" "ajattelematon"
"babble" "saturoida"
"brand" "brändi"
"naked" "alaston"
"quick" "pikainen, nopea"
"tata" "isä"
"ohio" "Ohio"
"rally" "mielenosoitus"
"success" "menestys"
"200" "kaksisataa"
"throughout" "läpi"
"149" "149"
"activity" "toiminta"
"ate" "söi"
"sermon" "saarnaa"
"hawkins" "Hawkins"
"spain" "Espanja"
"singing" "laulaminen"
"wing" "siipi"
"sing" "laulaa"
"soda" "limsa"
"excess" "ylimäärä"
"amounts" "määrä."
"complicated" "monimutkainen"
"luckily" "onneksi"
"tim" "Tim (male name)"
"close" "lähellä"
"spy" "vakooja/vakoojailla"
"named" "nimetty"
"possible" "mahdollinen"
"explain" "selittää"
"bibles" "Raamatut"
"sinful" "syntinen"
"bitterness" "katkeruus"
"laziness" "laiskuus"
"looking" "katsominen"
"verses" "säkeet"
"opening" "avaaminen"
"tie" "solmio"
"briefcase" "kirjekuorireppu"
"belt" "vyö"
"aisle" "käytävä"
"halfway" "puolivälissä"
"small" "pieni"
"rang" "soittaa/puhelin"
"answered" "vastasi"
"sided" "puolellaan"
"conversation" "keskustelu"
"received" "vastaanotettu"
"instructions" "ohjeet"
"proceeded" "jatkui"
"laid" "uupunut"
"table" "pöytä"
"played" "pelattu"
"agent" "agentti"
"banks" "pankit"
"short" "lyhyt"
"lines" "rivit"
"exchanged" "vaihdettu"
"pulled" "vedetty"
"tape" "teippi"
"player" "pelaaja"
"microphone" "mikrofoni"
"acted" "esiintyi"
"explained" "selitettiin"
"destruct" "tuhota"
"ten" "kymmenen"
"fumbled" "törmätä"
"piece" "pala"
"resting" "lepäävä"
"foil" "folio"
"candle" "kynttilä"
"lighter" "sytytin"
"lit" "valaistu"
"explosion" "räjähdys"
"prayed" "rukoili"
"light" "valo"
"holding" "pitävä"
"dumb" "typerä"
"button" "nappi"
"click" "napsauttaa"
"destruction" "tuho"
"fire" "tuli"
"business" "liiketoiminta, yritys"
"forum" "foorumi"
"offer" "tarjous"
"unlimited" "rajaton"
"bandwidth" "kaistanleveys"
"price" "hinta"
"email" "sähköposti"
"membership" "jäsenyys"
"fee" "maksu"
"remove" "poistaa"
"ads" "mainokset; mainostukset"
"card" "kortti"
"ad" "kohden"
"choice" "valinta"
"wave" "aalto"
"goodbye" "hyvästit"
"upset" "järkyttävä"
"emailed" "lähettää sähköpostia"
"simply" "yksinkertaisesti"
"we've" "olemme"
"hosting" "isännöinti"
"anyhow" "joka tapauksessa"
"posted" "postattiin"
"asking" "kysymässä"
"somebody" "joku"
"willing" "halukas"
"contribute" "antaa panoksensa"
"paypal" "Paypal"
"luck" "onni"
"fourteen" "neljätoista"
"thirteen" "kolmetoista"
"letter" "kirje"
"yesterday" "eilen"
"thirty" "kolmekymmentä"
"ranting" "saarnaava/paljastava"
"priscilla" "nimi"
"complained" "valittanut"
"mentioned" "mainittiin"
"strangers" "tuntemattomat/vieraat"
"chronicle" "kronikka"
"practiced" "harjoiteltu"
"aren't" "eivät ole"
"prepared" "valmistautunut"
"bare" "paljas/nuevo"
"understanding" "ymmärrys"
"core" "ydin"
